country,year,sp_pop_6064_ma_5y
abw,1960,1.65958
abw,1961,1.75852
abw,1962,1.84957
abw,1963,1.95394
abw,1964,2.08326
abw,1965,2.24983
abw,1966,2.41761
abw,1967,2.625
abw,1968,2.83435
abw,1969,2.99214
abw,1970,3.07048
abw,1971,3.0854
abw,1972,3.01951
abw,1973,2.91302
abw,1974,2.8137
abw,1975,2.73852
abw,1976,2.68702
abw,1977,2.68237
abw,1978,2.70935
abw,1979,2.73073
abw,1980,2.73463
abw,1981,2.6832
abw,1982,2.61661
abw,1983,2.54167
abw,1984,2.49641
abw,1985,2.49333
abw,1986,2.51398
abw,1987,2.54428
abw,1988,2.57907
abw,1989,2.64989
abw,1990,2.792
abw,1991,2.99414
abw,1992,3.18768
abw,1993,3.30387
abw,1994,3.32305
abw,1995,3.28908
abw,1996,3.36584
abw,1997,3.44918
abw,1998,3.54178
abw,1999,3.62912
abw,2000,3.70835
abw,2001,3.76319
abw,2002,3.80777
abw,2003,3.8523
abw,2004,3.91682
abw,2005,4.00849
abw,2006,4.15771
abw,2007,4.36029
abw,2008,4.59887
abw,2009,4.85736
abw,2010,5.12535
abw,2011,5.28674
abw,2012,5.44826
abw,2013,5.60757
abw,2014,5.78384
abw,2015,5.97818
abw,2016,6.16101
afg,1960,2.00142
afg,1961,1.97343
afg,1962,1.9543
afg,1963,1.93926
afg,1964,1.92196
afg,1965,1.89932
afg,1966,1.86274
afg,1967,1.82432
afg,1968,1.78892
afg,1969,1.76159
afg,1970,1.7436
afg,1971,1.7225
afg,1972,1.70883
afg,1973,1.70066
afg,1974,1.69553
afg,1975,1.69229
afg,1976,1.6768
afg,1977,1.66064
afg,1978,1.64549
afg,1979,1.6338
afg,1980,1.62741
afg,1981,1.61869
afg,1982,1.60922
afg,1983,1.59864
afg,1984,1.58222
afg,1985,1.55194
afg,1986,1.53492
afg,1987,1.51269
afg,1988,1.48107
afg,1989,1.43433
afg,1990,1.36874
afg,1991,1.34626
afg,1992,1.32973
afg,1993,1.32253
afg,1994,1.33047
afg,1995,1.35532
afg,1996,1.33961
afg,1997,1.33144
afg,1998,1.33105
afg,1999,1.33692
afg,2000,1.34653
afg,2001,1.35162
afg,2002,1.36122
afg,2003,1.37144
afg,2004,1.38043
afg,2005,1.38953
afg,2006,1.39469
afg,2007,1.40146
afg,2008,1.41136
afg,2009,1.4246
afg,2010,1.43988
afg,2011,1.44194
afg,2012,1.44715
