geo,time,per_sa_allsa_cov_q4_tot
afg,2007,10.89904
afg,2011,7.09354
ago,2018,5.03879
alb,2008,26.55821
alb,2012,15.12417
alb,2015,0.69818
alb,2016,2.54394
alb,2017,4.72178
alb,2018,3.8896
arg,2006,3.37812
arg,2010,3.86401
arg,2011,13.80462
arg,2012,11.65911
arg,2013,6.64672
arg,2014,4.54921
arg,2016,7.11011
arg,2017,6.56943
arg,2018,7.75343
arg,2019,7.43551
arg,2020,24.62394
arg,2021,10.66215
arm,2008,16.62496
arm,2009,17.8858
arm,2010,18.27359
arm,2011,16.53313
arm,2012,19.27439
arm,2013,21.87126
arm,2014,23.28798
arm,2015,25.55718
arm,2016,25.56132
arm,2017,31.21266
arm,2018,25.26729
arm,2019,22.9139
aze,2015,24.90806
ben,2018,17.38473
bfa,2003,34.18705
bfa,2014,2.88459
bfa,2018,54.6203
bgd,2005,7.88598
bgd,2010,11.92011
bgd,2016,33.56763
bgr,2007,35.40729
bih,2007,23.71022
bih,2015,13.23571
blr,2008,56.80318
blr,2009,53.29223
blr,2010,57.64489
blr,2012,53.43958
blr,2013,49.3182
blr,2014,50.1575
blr,2015,50.02529
blr,2016,50.4834
blr,2017,50.64679
blr,2018,42.49926
blr,2019,43.24127
blz,2009,16.33414
bol,2006,14.00101
bol,2007,50.6654
bol,2008,66.57751
bol,2009,74.10951
bol,2011,69.11008
bol,2012,70.264
bol,2014,74.32536
bol,2015,70.77663
bol,2016,75.47154
bol,2017,72.40753
bol,2018,72.46818
bol,2019,74.7471
bol,2020,98.62023
bra,2006,7.45591
bra,2009,15.24716
bra,2011,15.59862
bra,2012,16.16055
bra,2015,7.27669
bra,2016,5.68158
bra,2017,5.11723
bra,2018,5.39569
bra,2019,4.70648
bra,2020,33.00389
btn,2007,0.6981
btn,2012,1.51661
btn,2017,2.5412
bwa,2009,67.47054
bwa,2015,43.03654
chl,2006,71.4924
chl,2009,73.44849
chl,2011,72.57471
chl,2013,70.73178
chl,2015,65.44858
chl,2017,79.70469
chl,2020,57.04428
chn,2013,31.19239
civ,2002,6.34063
civ,2008,24.74044
civ,2015,22.66683
civ,2018,22.53943
cmr,2007,1.56902
cmr,2014,1.1013
cod,2012,11.29101
col,2010,34.5998
col,2011,35.45259
col,2012,31.22485
col,2014,47.7869
col,2015,11.66659
col,2016,10.14726
col,2017,10.42298
col,2018,9.53512
col,2019,9.42374
col,2020,14.03782
cpv,2007,17.76343
cri,2008,43.65587
cri,2009,43.427
cri,2010,33.94347
cri,2011,32.34289
cri,2012,32.91106
cri,2014,29.0084
cri,2015,37.05629
cri,2016,38.71731
cri,2017,40.33913
cri,2018,38.12194
cri,2019,36.06613
cri,2020,61.18096
dji,2002,3.88786
dji,2012,2.04507
dom,2007,8.33092
dom,2008,14.28248
dom,2009,17.7741
dom,2010,22.32821
dom,2011,22.13832
dom,2012,31.05867
dom,2013,25.79784
dom,2014,26.52246
dom,2015,21.77107
dom,2016,45.14976
dom,2017,42.76594
dom,2018,41.39901
dom,2019,40.62332
ecu,2008,46.32261
ecu,2010,55.24612
ecu,2011,29.07045
ecu,2012,60.03064
ecu,2014,64.57057
ecu,2015,59.98827
ecu,2016,61.22642
ecu,2017,61.08129
ecu,2018,8.06199
ecu,2019,9.59596
ecu,2020,22.52435
egy,2008,46.53019
egy,2017,93.43794
eth,2004,0.22981
eth,2010,12.94996
eth,2015,20.71835
eth,2018,16.34354
fji,2008,8.10919
fji,2013,26.35898
fsm,2000,5.01344
gab,2005,43.55367
gab,2017,45.00564
geo,2011,58.16759
geo,2012,54.29343
geo,2013,59.05849
geo,2014,61.54877
geo,2015,55.46834
geo,2016,64.41359
geo,2017,58.7646
geo,2018,58.32864
geo,2019,60.86549
geo,2020,60.45721
geo,2021,63.14949
gha,2012,1.52838
gha,2016,7.13672
gin,2012,1.80324
gmb,2010,6.59033
gmb,2015,0.7379
gtm,2006,41.88564
gtm,2011,53.44141
gtm,2014,55.78071
hnd,2008,42.14391
hnd,2009,43.82104
hnd,2010,42.7672
hnd,2011,40.43012
hnd,2013,46.02537
hnd,2015,32.65889
hnd,2016,25.38556
hnd,2017,34.07885
hnd,2018,11.91025
hnd,2019,7.3116
hrv,2008,14.45763
hrv,2010,14.66539
hrv,2011,10.27071
hrv,2014,14.99665
hti,2012,17.49012
hun,2007,49.46581
idn,2009,29.49143
idn,2011,37.71387
idn,2012,41.95881
idn,2014,45.54118
idn,2015,35.8777
idn,2016,38.66516
idn,2017,33.12
idn,2018,32.62272
idn,2019,20.16553
idn,2020,18.6681
idn,2021,37.20993
ind,2004,22.66864
ind,2009,16.41216
ind,2011,92.58906
irn,2018,5.66868
irq,2006,78.0932
irq,2012,72.36782
jam,2002,18.24424
jam,2010,45.07532
jam,2017,36.25821
jor,2006,80.53997
jor,2010,61.06813
kaz,2007,23.90937
kaz,2010,28.03288
kaz,2014,61.5654
kaz,2015,24.99054
kaz,2017,20.21604
ken,2005,13.87408
ken,2015,24.48623
kgz,2006,3.14566
kgz,2011,5.27489
kgz,2012,4.65275
kgz,2013,5.13151
kgz,2019,6.36359
kgz,2020,6.43236
kir,2019,13.55415
kos,2006,3.04845
kos,2011,4.81297
kos,2012,9.96895
kos,2013,5.46249
kos,2017,3.08553
lbn,2004,5.69332
lbr,2007,29.6696
lbr,2014,6.83926
lbr,2016,9.89014
lka,2006,18.47905
lka,2009,13.61214
lka,2012,16.65316
lka,2016,19.31162
lka,2019,19.69624
lso,2010,4.41331
lso,2017,67.3838
ltu,2008,55.73388
lva,2008,40.85303
lva,2009,44.08482
mar,2009,32.54373
mda,2010,34.4136
mda,2012,27.69671
mda,2013,21.98196
mda,2018,27.23056
mdv,2009,25.18743
mdv,2016,26.52103
mdv,2019,21.3125
mex,2008,10.37688
mex,2010,20.77809
mex,2012,21.42867
mex,2014,22.48725
mex,2016,32.51655
mex,2018,27.18698
mex,2020,34.50156
mhl,2019,11.77972
mli,2018,40.64125
mmr,2017,7.53151
mne,2012,2.92973
mne,2013,3.78791
mne,2014,4.64883
mng,2007,79.68951
mng,2009,80.04153
mng,2010,93.92977
mng,2011,99.57709
mng,2012,99.95052
mng,2014,82.36983
mng,2016,82.11222
mng,2018,83.93021
moz,2008,4.37746
moz,2014,1.56603
mrt,2008,34.70202
mrt,2014,46.67199
mus,2006,38.8937
mus,2012,42.54725
mus,2017,50.70218
mwi,2004,49.41641
mwi,2010,20.17188
mwi,2013,41.75301
mwi,2016,39.32556
mwi,2019,37.99536
mys,2008,78.58217
mys,2012,72.08724
mys,2014,87.12871
mys,2016,65.36925
nam,2003,5.37892
nam,2009,8.97338
nam,2015,35.54059
ner,2011,2.22199
ner,2014,20.46337
ner,2018,33.88071
nga,2010,0.93432
nga,2012,3.21138
nga,2015,4.18107
nga,2018,10.57919
nic,2005,38.14368
nic,2009,31.97309
nic,2014,55.89488
npl,2010,36.70844
pak,2007,3.32745
pak,2009,11.99337
pak,2013,7.12472
pak,2015,5.03539
pak,2018,4.42621
pan,2008,39.7099
pan,2009,37.8553
pan,2010,39.29513
pan,2011,34.05542
pan,2012,37.72213
pan,2013,39.79129
pan,2014,39.16035
pan,2015,53.23988
pan,2016,53.10086
pan,2017,52.91176
pan,2018,55.87192
pan,2019,58.96307
per,2008,25.34649
per,2009,45.40576
per,2010,48.63502
per,2011,45.15383
per,2012,85.6101
per,2013,38.74959
per,2014,41.54912
per,2015,40.26353
per,2016,39.91154
per,2017,40.05937
per,2018,42.09564
per,2019,43.13147
per,2020,74.20969
per,2021,86.00117
phl,2013,10.9485
phl,2015,17.71783
phl,2018,23.04647
png,2009,4.09435
pol,2005,40.52803
pol,2006,39.96068
pol,2007,38.89023
pol,2008,35.20057
pol,2009,33.4421
pol,2010,31.09013
pol,2011,31.54808
pol,2012,31.0565
pol,2015,23.82963
pol,2016,23.86991
pol,2017,28.44266
pry,2007,26.73792
pry,2008,27.45757
pry,2009,31.11759
pry,2010,39.72488
pry,2011,37.91087
pry,2012,54.47829
pry,2013,49.04981
pry,2014,48.66127
pry,2015,59.42252
pry,2016,54.65294
pry,2017,56.21945
pry,2018,55.88884
pry,2019,56.80865
pry,2020,74.80648
pse,2007,8.01504
pse,2009,6.03462
pse,2016,11.26489
rou,2008,46.0305
rou,2011,52.73176
rou,2012,52.52906
rou,2016,50.30372
rus,2007,19.60147
rus,2014,65.51393
rus,2015,63.92671
rus,2016,64.7541
rus,2017,61.36984
rwa,2005,2.77147
rwa,2010,22.28395
rwa,2013,21.39285
sdn,2009,4.94303
sen,2011,8.33217
sen,2018,29.68977
slb,2005,1.68151
sle,2011,27.92323
sle,2018,16.50242
slv,2007,18.66923
slv,2008,23.32787
slv,2009,32.05148
slv,2010,48.6593
slv,2011,44.68089
slv,2012,88.4629
slv,2014,47.55447
slv,2015,88.84641
slv,2016,88.92394
slv,2017,82.52884
slv,2018,81.52594
slv,2019,83.68615
srb,2007,7.61209
srb,2010,5.66048
srb,2013,6.02854
srb,2015,8.05211
srb,2018,4.52181
ssd,2009,8.05703
stp,2017,6.80025
svk,2009,80.87661
swz,2000,44.73284
swz,2009,43.95265
swz,2016,77.45797
tcd,2011,0.37056
tgo,2018,9.43742
tha,2006,29.88999
tha,2009,55.86731
tha,2011,53.19017
tha,2013,46.90987
tha,2017,61.21449
tha,2018,65.07815
tha,2019,66.68644
tjk,2011,8.30118
tls,2007,25.9654
tls,2011,33.57484
tun,2010,11.67432
tur,2004,24.37735
tur,2005,25.06418
tur,2006,31.59905
tur,2007,30.6156
tur,2008,31.04244
tur,2009,8.97397
tur,2010,7.74588
tur,2011,6.76268
tur,2012,6.26837
tur,2013,6.23689
tur,2014,6.64611
tur,2015,5.48063
tur,2016,5.47118
tur,2017,4.87016
tur,2018,5.3721
tur,2019,4.86103
tza,2008,8.4866
tza,2010,16.15626
tza,2012,20.37877
tza,2014,9.90595
uga,2005,8.41205
uga,2009,9.2886
uga,2012,56.49874
uga,2016,0.46548
ukr,2006,46.78906
ukr,2011,45.62108
ukr,2012,42.7068
ukr,2013,46.29895
ukr,2015,34.30679
ukr,2016,34.72841
ukr,2018,73.16801
ukr,2020,35.26251
ury,2008,33.24816
ury,2009,37.94938
ury,2010,40.45564
ury,2011,39.46658
ury,2012,40.9352
ury,2015,38.42126
ury,2016,42.43252
ury,2017,42.94015
ury,2018,43.49394
ury,2019,45.33266
ury,2020,27.62113
uzb,2018,3.35254
ven,2006,4.09701
vnm,2006,14.68656
vnm,2010,31.48291
vnm,2012,11.05855
vnm,2014,5.35849
yem,2005,10.66456
yem,2014,36.31578
zaf,2005,42.19801
zaf,2010,47.42551
zaf,2014,72.39877
zaf,2016,69.46407
zaf,2018,67.62861
zaf,2019,79.21323
zaf,2020,74.44859
zmb,2010,0.63838
zmb,2015,1.90744
zwe,2007,19.07394
zwe,2011,23.06429
zwe,2017,9.03254
zwe,2019,18.89373
