geo,time,ny_adj_dmin_cd
abw,1970,0
abw,1971,0
abw,1972,0
abw,1973,0
abw,1974,0
abw,1975,0
abw,1976,0
abw,1977,0
abw,1978,0
abw,1979,0
abw,1980,0
abw,1981,0
abw,1982,0
abw,1983,0
abw,1984,0
abw,1985,0
abw,1986,0
abw,1987,0
abw,1988,0
abw,1989,0
abw,1990,0
abw,1991,0
abw,1992,0
abw,1993,0
abw,1994,0
abw,1995,0
abw,1996,0
abw,1997,0
abw,1998,0
abw,1999,0
abw,2000,0
abw,2001,0
abw,2002,0
abw,2003,0
abw,2004,0
abw,2005,0
abw,2006,0
abw,2007,0
abw,2008,0
abw,2009,0
abw,2010,0
abw,2011,0
abw,2012,0
abw,2013,0
abw,2014,0
abw,2015,0
abw,2016,0
abw,2017,0
abw,2018,0
abw,2019,0
abw,2020,0
abw,2021,0
afg,1970,0
afg,1971,0
afg,1972,0
afg,1973,0
afg,1974,0
afg,1975,0
afg,1976,0
afg,1977,0
afg,1978,0
afg,1979,0
afg,1980,0
afg,1981,0
afg,1982,0
afg,1983,0
afg,1984,0
afg,1985,0
afg,1986,0
afg,1987,0
afg,1988,0
afg,1989,0
afg,1990,0
afg,1991,0
afg,1992,0
afg,1993,0
afg,1994,0
afg,1995,0
afg,1996,0
afg,1997,0
afg,1998,0
afg,1999,0
afg,2000,0
afg,2001,0
afg,2002,0
afg,2003,0
afg,2004,0
afg,2005,0
afg,2006,0
afg,2007,0
afg,2008,0
afg,2009,0
afg,2010,0
afg,2011,0
afg,2012,0
afg,2013,365454.97352
afg,2014,472153.30153
afg,2015,305153.64679
afg,2016,388837.21163
afg,2017,0
afg,2018,0
afg,2019,0
afg,2020,0
afg,2021,0
ago,1970,2789841.72273
ago,1971,2983285.20567
ago,1972,2139578.58543
ago,1973,2189350.89185
ago,1974,2631534.34265
ago,1975,2134247.99847
ago,1976,0
ago,1977,0
ago,1978,0
ago,1979,0
ago,1980,0
ago,1981,0
ago,1982,0
ago,1983,0
ago,1984,0
ago,1985,0
ago,1986,0
ago,1987,0
ago,1988,0
ago,1989,0
ago,1990,0
ago,1991,0
ago,1992,0
ago,1993,0
ago,1994,0
ago,1995,0
ago,1996,0
ago,1997,0
ago,1998,0
ago,1999,0
ago,2000,0
ago,2001,0
ago,2002,0
ago,2003,0
ago,2004,0
ago,2005,0
ago,2006,0
ago,2007,0
ago,2008,0
ago,2009,0
ago,2010,0
ago,2011,0
ago,2012,0
ago,2013,0
ago,2014,0
ago,2015,0
ago,2016,0
ago,2017,0
ago,2018,0
ago,2019,0
ago,2020,0
ago,2021,0
alb,1970,4979456.60389
alb,1971,4076802.05134
alb,1972,4106447.11053
alb,1973,6611589.34419
alb,1974,6877756.89141
alb,1975,5333470.18819
alb,1976,8144137.61986
alb,1977,6867636.5788
alb,1978,5550754.01397
alb,1979,7922464.4
alb,1980,10085550.38486
alb,1981,7231124.92147
alb,1982,7434521.57637
alb,1983,8809671.60554
alb,1984,6399968.8026
alb,1985,7291190.25781
alb,1986,5105612.62548
alb,1987,7862302.32016
alb,1988,35419009.73961
alb,1989,38602488.22962
alb,1990,15705417.87487
alb,1991,9094477.04515
alb,1992,944165.06278
alb,1993,794917.6889
alb,1994,282588.01405
alb,1995,475474.72885
alb,1996,595473.11475
alb,1997,60095.41887
alb,1998,273467.01821
alb,1999,103671.30921
alb,2000,0
alb,2001,0
alb,2002,0
alb,2003,0
alb,2004,383853.20268
alb,2005,1119834.38806
alb,2006,4871348.79403
alb,2007,29921689.2893
alb,2008,5667499.471
alb,2009,2730501.68207
alb,2010,8289674.6526
alb,2011,14226364.7511
alb,2012,9841060.71144
alb,2013,6950485.89048
alb,2014,8034531.5853
alb,2015,3903046.68342
alb,2016,153023.81707
alb,2017,0
alb,2018,2855306.64984
alb,2019,2583454.16737
alb,2020,2037720.973
alb,2021,11411821.3319
and,1970,0
and,1971,0
and,1972,0
and,1973,0
and,1974,0
and,1975,0
and,1976,0
and,1977,0
and,1978,0
and,1979,0
and,1980,0
and,1981,0
and,1982,0
and,1983,0
and,1984,0
and,1985,0
and,1986,0
and,1987,0
and,1988,0
and,1989,0
and,1990,0
and,1991,0
and,1992,0
and,1993,0
and,1994,0
and,1995,0
and,1996,0
and,1997,0
and,1998,0
and,1999,0
and,2000,0
and,2001,0
and,2002,0
and,2003,0
and,2004,0
and,2005,0
and,2006,0
and,2007,0
and,2008,0
and,2009,0
and,2010,0
and,2011,0
and,2012,0
and,2013,0
and,2014,0
and,2015,0
and,2016,0
and,2017,0
and,2018,0
and,2019,0
and,2020,0
and,2021,0
are,1970,0
are,1971,0
are,1972,0
are,1973,0
are,1974,0
are,1975,0
are,1976,0
are,1977,0
are,1978,0
are,1979,0
are,1980,0
are,1981,0
are,1982,0
are,1983,0
are,1984,0
are,1985,0
are,1986,0
are,1987,0
are,1988,0
are,1989,0
are,1990,0
are,1991,0
are,1992,0
are,1993,0
are,1994,0
are,1995,0
are,1996,0
are,1997,0
are,1998,0
are,1999,0
are,2000,0
are,2001,0
are,2002,0
are,2003,0
are,2004,0
are,2005,0
are,2006,0
are,2007,0
are,2008,0
are,2009,0
are,2010,0
are,2011,0
are,2012,0
are,2013,0
are,2014,0
are,2015,0
are,2016,0
are,2017,0
are,2018,0
are,2019,0
are,2020,0
are,2021,0
arg,1970,3833883.19037
arg,1971,2730871.37797
arg,1972,4600238.7132
arg,1973,16309748.80954
arg,1974,26371453.33203
arg,1975,8388330.67249
arg,1976,9225487.67166
arg,1977,8685891.75743
arg,1978,6033080.21849
arg,1979,15860748.97446
arg,1980,29323374.64082
arg,1981,9865415.64833
arg,1982,5654392.24329
arg,1983,8213567.82475
arg,1984,9799508.35907
arg,1985,7313058.83995
arg,1986,3931100.92194
arg,1987,4551052.3018
arg,1988,99450631.49931
arg,1989,97368495.39104
arg,1990,36686789.75505
arg,1991,14177642.00621
arg,1992,10760394.20714
arg,1993,3805190.00353
arg,1994,7896121.57716
arg,1995,9957693.02365
arg,1996,10069058.7758
arg,1997,7172462.16031
arg,1998,25782271.76814
arg,1999,38095453.26042
arg,2000,3365481.48153
arg,2001,1750935.57866
arg,2002,114046921.67631
arg,2003,140569171.30566
arg,2004,219661907.92759
arg,2005,245244599.91328
arg,2006,756205831.89975
arg,2007,711363111.9511
arg,2008,668765210.78766
arg,2009,620348261.1301
arg,2010,1358352626.73933
arg,2011,1740070265.14583
arg,2012,1486828562.08238
arg,2013,816022039.10959
arg,2014,775311954.44964
arg,2015,300812988.33018
arg,2016,516564323.59913
arg,2017,451511814.69471
arg,2018,640322873.53194
arg,2019,562063844.13316
arg,2020,653162392.0519
