global,time,sh_dyn_1014
world,1990,5.1
world,1991,5.2
world,1992,5.1
world,1993,5
world,1994,5.1
world,1995,4.6
world,1996,4.6
world,1997,4.5
world,1998,4.5
world,1999,4.2
world,2000,4.1
world,2001,4
world,2002,3.9
world,2003,3.9
world,2004,4
world,2005,3.8
world,2006,3.7
world,2007,3.6
world,2008,3.7
world,2009,3.6
world,2010,3.5
world,2011,3.4
world,2012,3.3
world,2013,3.2
world,2014,3.2
world,2015,3.1
world,2016,3.1
world,2017,3
world,2018,2.9
world,2019,2.9
world,2020,2.8
world,2021,2.8
world,2022,2.9
world,2023,2.8
world,2024,2.7
